key_ratio,optimizer_seed,iteration,stage,fitness
0.05,1,189,stage2,701054.6450795885
0.05,1,190,stage2,699541.8801873852
0.05,1,191,stage2,697996.9301596594
0.05,1,192,stage2,695296.2959078351
0.05,1,193,stage2,693679.0804008903
0.05,1,194,stage2,563501.1395263064
0.05,1,195,stage2,562139.4205840281
0.05,1,196,stage2,560749.4806122867
0.05,1,197,stage2,559330.8832149162
0.05,1,198,stage2,557883.1875199514
0.05,1,199,stage2,513046.7781749622
0.05,1,200,stage2,511651.39825465454
0.05,2,1,stage1,3322087.751793112
0.05,2,2,stage1,3150107.335834304
0.05,2,3,stage1,3078580.2842929503
0.05,2,4,stage1,3078580.2835423886
0.05,2,5,stage1,3078580.2815232724
0.05,2,6,stage1,3078580.2770535396
0.05,2,7,stage1,3078580.2683745115
0.05,2,8,stage1,3078580.253035571
0.05,2,9,stage1,2968678.7065037456
0.05,2,10,stage1,2968678.6685601245
0.05,2,11,stage1,2968589.9741293513
0.05,2,12,stage1,2968589.8927975143
0.05,2,13,stage1,2968589.7793335747
0.05,2,14,stage1,2915707.106487112
0.05,2,15,stage1,2915690.651384511
0.05,2,16,stage1,2915690.38821213
0.05,2,17,stage1,2915690.050347099
0.05,2,18,stage1,2912175.6669961414
0.05,2,19,stage1,2912175.1338822623
0.05,2,20,stage1,2912174.475909078
0.05,2,21,stage1,2912173.6723257834
0.05,2,22,stage1,2912172.70020015
0.05,2,23,stage1,2912171.534309453
0.05,2,24,stage1,2912170.147031399
0.05,2,25,stage1,2912168.508235059
0.05,2,26,stage1,2912166.58517179
0.05,2,27,stage1,2912164.3423661715
0.05,2,28,stage1,2912161.741506928
0.05,2,29,stage1,2912158.7413378633
0.05,2,30,stage1,2912155.297548784
0.05,2,31,stage1,2912151.362666431
0.05,2,32,stage1,2912146.885945409
0.05,2,33,stage1,2912141.813259113
0.05,2,34,stage1,2912136.0869906587
0.05,2,35,stage1,2912129.6459238115
0.05,2,36,stage1,2912122.425133913
0.05,2,37,stage1,2912114.355878812
0.05,2,38,stage1,2912105.365489793
0.05,2,39,stage1,2912095.377262504
0.05,2,40,stage1,2912084.3103478854
0.05,2,41,stage1,2912072.0796431005
0.05,2,42,stage1,2912058.5956824613
0.05,2,43,stage1,2912043.7645283593
0.05,2,44,stage1,2912027.4876621943
0.05,2,45,stage1,2912009.6618753024
0.05,2,46,stage1,2911990.1791598834
0.05,2,47,stage1,2911968.9265999347
0.05,2,48,stage1,2911945.786262173
0.05,2,49,stage1,2911920.635086969
0.05,2,50,stage1,2911893.3447792716
0.05,2,51,stage1,2911863.781699541
0.05,2,52,stage1,2911831.8067546724
0.05,2,53,stage1,2911797.27528893
0.05,2,54,stage1,2911760.036974874
0.05,2,55,stage1,2911719.9357042857
0.05,2,56,stage1,2911676.809479102
0.05,2,57,stage1,2911630.4903023387
0.05,2,58,stage1,2911580.804069025
0.05,2,59,stage1,2911527.5704571274
0.05,2,60,stage1,2911470.60281848
0.05,2,61,stage1,2911409.7080697156
0.05,2,62,stage1,2911344.6865831893
0.05,2,63,stage1,2911275.3320779135
0.05,2,64,stage1,2911201.431510481
0.05,2,65,stage1,2911122.764965999
0.05,2,66,stage1,2911039.1055490114
0.05,2,67,stage1,2910950.2192744347
0.05,2,68,stage1,2910855.8649584814
0.05,2,69,stage1,2910755.7941095913
0.05,2,70,stage1,2910649.75081936
0.05,2,71,stage1,2910537.4716534666
0.05,2,72,stage1,2910418.685542603
0.05,2,73,stage1,2910293.1136734043
0.05,2,74,stage1,2910160.4693793748
0.05,2,75,stage1,2910020.4580318187
0.05,2,76,stage1,2909872.7769307666
0.05,2,77,stage1,2861375.247416691
0.05,2,78,stage1,2861214.013138304
0.05,2,79,stage1,2861044.294991864
0.05,2,80,stage1,2860865.7624917296
0.05,2,81,stage1,2860678.0766789573
0.05,2,82,stage1,2860480.8900140435
0.05,2,83,stage1,2860273.846269666
0.05,2,84,stage1,2860056.58042343
0.05,2,85,stage1,2859828.7185506085
0.05,2,86,stage1,2859589.877716886
0.05,2,87,stage1,2859339.665871103
0.05,2,88,stage1,2859077.681737996
0.05,2,89,stage1,2858803.514710944
0.05,2,90,stage1,2858516.744744709
0.05,2,91,stage1,2858216.942248179
0.05,2,92,stage1,2857903.6679771133
0.05,2,93,stage1,2857576.4729268816
0.05,2,94,stage1,2857234.8982252115
0.05,2,95,stage1,2856878.475024929
0.05,2,96,stage1,2856506.7243967005
0.05,2,97,stage1,2856119.1572217783
0.05,2,98,stage1,2855715.274084742
0.05,2,99,stage1,2855294.565166243
0.05,2,100,stage1,2854856.5101357433
0.05,2,101,stage1,2854400.5780442655
0.05,2,102,stage1,2853926.22721713
0.05,2,103,stage1,2853432.9051466985
0.05,2,104,stage1,2852920.0483851214
0.05,2,105,stage1,2852387.082437075
0.05,2,106,stage1,2851833.4216525103
0.05,2,107,stage1,2851258.469119389
0.05,2,108,stage1,2850661.6165564354
0.05,2,109,stage1,2850042.2442058693
0.05,2,110,stage1,2849399.7207261575
0.05,2,111,stage1,2848733.403084753
0.05,2,112,stage1,2848042.636450838
0.05,2,113,stage1,2847326.7540880665
0.05,2,114,stage1,2846585.077247311
0.05,2,115,stage1,2845816.9150593993
0.05,2,116,stage1,2845021.564427863
0.05,2,117,stage1,2844198.3099216777
0.05,2,118,stage1,2843346.4236680055
0.05,2,119,stage1,2840695.9024275783
0.05,2,120,stage1,2839785.0842761598
0.05,2,121,stage1,2838843.394203416
0.05,2,122,stage1,2837870.053979885
0.05,2,123,stage1,2836864.2724060635
0.05,2,124,stage1,2835825.2452052124
0.05,2,125,stage1,2834752.154916167
0.05,2,126,stage1,2833644.170786146
0.05,2,127,stage1,2832500.4486635635
0.05,2,128,stage1,2831320.130890837
0.05,2,129,stage1,2830102.3461971954
0.05,2,130,stage1,2828846.2095914907
0.05,2,131,stage1,2827550.822255009
0.05,2,132,stage1,2826215.2714342745
0.05,2,133,stage1,2824838.630333865
0.05,2,134,stage1,2823419.9580092183
0.05,2,135,stage1,2821958.2992594424
0.05,2,136,stage1,2820452.6845201245
0.05,2,137,stage1,2818902.129756142
0.05,2,138,stage1,2817305.636354471
0.05,2,139,stage1,2815662.1910169953
0.05,2,140,stage1,2813970.765653318
0.05,2,141,stage1,2812230.317273569
0.05,2,142,stage1,2810439.7878812146
0.05,2,143,stage1,2808598.1043658685
0.05,2,144,stage1,2806704.1783961016
0.05,2,145,stage1,2804756.906312248
0.05,2,146,stage1,2802755.16901922
0.05,2,147,stage1,2800697.8318793117
0.05,2,148,stage1,2798583.744605015
0.05,2,149,stage1,2796411.7411518223
0.05,2,150,stage1,2794180.6396110426
0.05,2,151,stage1,2791889.2421026053
0.05,2,152,stage1,2789536.3346678736
0.05,2,153,stage1,2787120.6871624533
0.05,2,154,stage1,2784641.053149001
0.05,2,155,stage1,2782096.169790036
0.05,2,156,stage1,2779484.757740746
0.05,2,157,stage1,2776805.5210418007
0.05,2,158,stage1,2774057.1470121597
0.05,2,159,stage1,2771238.306141881
0.05,2,160,stage1,2768347.6519849333
0.05,2,161,stage1,2765383.8210520027
0.05,2,162,stage1,2762345.4327033022
0.05,2,163,stage1,2759231.0890413863
0.05,2,164,stage1,2756039.3748039524
0.05,2,165,stage1,2752768.8572566565
0.05,2,166,stage1,2749070.238333278
0.05,2,167,stage1,2745638.1541923853
0.05,2,168,stage1,2742122.872540643
0.05,2,169,stage1,2738522.889862649
0.05,2,170,stage1,2734836.684637153
0.05,2,171,stage1,2731062.7172298734
0.05,2,172,stage1,2727176.9586411812
0.05,2,173,stage1,2723222.8002981204
0.05,2,174,stage1,2719162.5092243464
0.05,2,175,stage1,2714898.6928249034
0.05,2,176,stage1,2710660.753953922
0.05,2,177,stage1,2706327.1281764745
0.05,2,178,stage1,2701740.491374857
0.05,2,179,stage1,2697207.1091325427
0.05,2,180,stage1,2692571.282424094
0.05,2,181,stage1,2687831.2847114205
0.05,2,182,stage1,2682985.370165806
0.05,2,183,stage1,2677500.3766191066
0.05,2,184,stage1,2672239.2677677884
0.05,2,185,stage1,2667010.282278609
0.05,2,186,stage1,2661081.634928762
0.05,2,187,stage1,2655647.7908981526
0.05,2,188,stage1,2649866.114862592
0.05,2,189,stage1,2644137.7348797927
0.05,2,190,stage1,2638216.4237410338
0.05,2,191,stage1,2632244.5387083283
0.05,2,192,stage1,2626178.9497773214
0.05,2,193,stage1,2620005.246283888
0.05,2,194,stage1,2613684.6707955184
0.05,2,195,stage1,2607299.4319543433
0.05,2,196,stage1,2600717.3160858457
0.05,2,197,stage1,2594053.710397581
0.05,2,198,stage1,2587164.871288648
0.05,2,199,stage1,2579976.0219053794
0.05,2,200,stage1,2572834.663137786
0.05,2,1,stage2,2347051.0599948796
0.05,2,2,stage2,2347051.059972196
0.05,2,3,stage2,2336769.3133779275
0.05,2,4,stage2,2336769.312808856
0.05,2,5,stage2,1780025.6299104367
0.05,2,6,stage2,1780025.6273331435
0.05,2,7,stage2,1780025.622328728
0.05,2,8,stage2,1780025.61348414
0.05,2,9,stage2,1780025.5989208536
0.05,2,10,stage2,1780025.5762283702
0.05,2,11,stage2,1780025.5423977245
0.05,2,12,stage2,1780025.4937549843
0.05,2,13,stage2,1780025.4258947573
0.05,2,14,stage2,1741693.1697424878
0.05,2,15,stage2,1741693.0496613337
0.05,2,16,stage2,1741692.8929137224
0.05,2,17,stage2,1741692.691678562
0.05,2,18,stage2,1649226.9201502244
0.05,2,19,stage2,1649226.6190097125
0.05,2,20,stage2,1649226.2473398133
0.05,2,21,stage2,1649225.7934190016
0.05,2,22,stage2,1649225.2442935286
0.05,2,23,stage2,1649224.5857158115
0.05,2,24,stage2,1649223.8020828213
0.05,2,25,stage2,1649222.8763744717
0.05,2,26,stage2,1649221.7900920094
0.05,2,27,stage2,1649220.5231964008
0.05,2,28,stage2,1649219.0540467221
0.05,2,29,stage2,1649217.3593385487
0.05,2,30,stage2,1642151.4062832012
0.05,2,31,stage2,1496838.7648202076
0.05,2,32,stage2,1397904.9972717282
0.05,2,33,stage2,1397902.5708555665
0.05,2,34,stage2,1397899.8318116928
0.05,2,35,stage2,1397896.750858568
0.05,2,36,stage2,1397893.2969408035
0.05,2,37,stage2,1397889.4371769927
0.05,2,38,stage2,1397885.1368075353
0.05,2,39,stage2,1397880.3591424667
0.05,2,40,stage2,1275608.0535750468
0.05,2,41,stage2,1275602.7171922594
0.05,2,42,stage2,1275596.8340010017
0.05,2,43,stage2,1275590.3630153255
0.05,2,44,stage2,1275583.2612505488
0.05,2,45,stage2,1275575.4836756648
0.05,2,46,stage2,1275566.983165756
0.05,2,47,stage2,1275557.710454404
0.05,2,48,stage2,1275547.6140860994
0.05,2,49,stage2,1275536.6403686556
0.05,2,50,stage2,1275524.7333256172
0.05,2,51,stage2,1130263.0498101437
0.05,2,52,stage2,1130250.6947041643
0.05,2,53,stage2,1130237.3517595367
0.05,2,54,stage2,1130222.9628897968
0.05,2,55,stage2,1130207.4677747916
0.05,2,56,stage2,1130190.8038185337
0.05,2,57,stage2,1130172.906107056
0.05,2,58,stage2,1130153.707366266
0.05,2,59,stage2,1130133.1379198022
0.05,2,60,stage2,1130111.1256468878
0.05,2,61,stage2,1130087.5959401857
0.05,2,62,stage2,1130062.4716636543
0.05,2,63,stage2,1130035.6731104013
0.05,2,64,stage2,1130007.1179605392
0.05,2,65,stage2,1129976.7212390406
0.05,2,66,stage2,1129944.395273592
0.05,2,67,stage2,1129910.04965245
0.05,2,68,stage2,1129873.5911822948
0.05,2,69,stage2,1129834.9238460865
0.05,2,70,stage2,1129793.9487609197
0.05,2,71,stage2,1129750.5641358772
0.05,2,72,stage2,1129704.6652298865
0.05,2,73,stage2,1129656.144309574
0.05,2,74,stage2,1129604.89060712
0.05,2,75,stage2,1129550.7902781134
0.05,2,76,stage2,1129493.7263594067
0.05,2,77,stage2,1129433.5787269715
0.05,2,78,stage2,1129370.2240537524
0.05,2,79,stage2,1129303.5357675229
0.05,2,80,stage2,1129233.3840087394
0.05,2,81,stage2,1129159.6355883973
0.05,2,82,stage2,1129082.1539458844
0.05,2,83,stage2,1129000.7991068368
0.05,2,84,stage2,1128915.4276409943
0.05,2,85,stage2,1128825.8926200536
0.05,2,86,stage2,1128732.0435755248
0.05,2,87,stage2,1128633.7264565863
0.05,2,88,stage2,1128530.783587938
0.05,2,89,stage2,1128423.0536276582
0.05,2,90,stage2,1128310.3715250578
0.05,2,91,stage2,1128192.5684785345
0.05,2,92,stage2,1128069.471893429
0.05,2,93,stage2,986444.5412646526
0.05,2,94,stage2,986327.2320412659
0.05,2,95,stage2,986204.8233013395
0.05,2,96,stage2,986077.1505630547
0.05,2,97,stage2,985944.0458451761
0.05,2,98,stage2,985805.3376302144
0.05,2,99,stage2,985660.8508275917
0.05,2,100,stage2,985510.406736805
0.05,2,101,stage2,985353.8230105899
0.05,2,102,stage2,985190.9136180847
0.05,2,103,stage2,985021.4888079952
0.05,2,104,stage2,984845.355071758
0.05,2,105,stage2,984662.3151067044
0.05,2,106,stage2,984472.1677792254
0.05,2,107,stage2,984274.7080879343
0.05,2,108,stage2,984069.727126832
0.05,2,109,stage2,983857.01204847
0.05,2,110,stage2,983636.3460271162
0.05,2,111,stage2,983407.5082219159
0.05,2,112,stage2,983170.2737400593
0.05,2,113,stage2,982924.4135999426
0.05,2,114,stage2,982669.6946943341
0.05,2,115,stage2,982405.8797535364
0.05,2,116,stage2,982132.7273085531
0.05,2,117,stage2,981849.9916542493
0.05,2,118,stage2,981557.4228125188
0.05,2,119,stage2,981254.7664954462
0.05,2,120,stage2,980941.7640684715
0.05,2,121,stage2,980618.1525135549
0.05,2,122,stage2,980283.6643923393
0.05,2,123,stage2,979938.0278093154
0.05,2,124,stage2,979580.9663749856
0.05,2,125,stage2,979212.199169028
0.05,2,126,stage2,978831.4407034598
0.05,2,127,stage2,978438.4008858021
0.05,2,128,stage2,978032.784982244
0.05,2,129,stage2,977614.2935808059
0.05,2,130,stage2,977182.6225545042
0.05,2,131,stage2,976737.4630245152
0.05,2,132,stage2,976278.5013233384
0.05,2,133,stage2,975805.4189579617
0.05,2,134,stage2,975317.8925730246
0.05,2,135,stage2,974815.5939139827
0.05,2,136,stage2,974298.1897902711
0.05,2,137,stage2,973765.3420384694
0.05,2,138,stage2,973216.707485465
0.05,2,139,stage2,972651.9379116165
0.05,2,140,stage2,972070.68001392
0.05,2,141,stage2,971472.5753691706
0.05,2,142,stage2,970857.2603971277
0.05,2,143,stage2,970224.366323679
0.05,2,144,stage2,969573.5191440041
0.05,2,145,stage2,968904.3395857391
0.05,2,146,stage2,967508.1000934906
0.05,2,147,stage2,966801.5976011836
0.05,2,148,stage2,966075.6067563815
0.05,2,149,stage2,965329.7271320784
0.05,2,150,stage2,964563.552853408
0.05,2,151,stage2,963776.6725608327
0.05,2,152,stage2,962968.6693733339
0.05,2,153,stage2,962139.1208516025
0.05,2,154,stage2,958957.290795188
0.05,2,155,stage2,958085.1910742638
0.05,2,156,stage2,957190.292802647
0.05,2,157,stage2,956272.1518712726
0.05,2,158,stage2,955330.3184407534
0.05,2,159,stage2,954364.3369046492
0.05,2,160,stage2,953373.7458527326
0.05,2,161,stage2,952358.0780342568
0.05,2,162,stage2,951316.8603212228
0.05,2,163,stage2,950249.613671646
0.05,2,164,stage2,949155.8530928241
0.05,2,165,stage2,948035.087604604
0.05,2,166,stage2,946886.8202026483
0.05,2,167,stage2,945710.5478217042
0.05,2,168,stage2,944505.7612988685
0.05,2,169,stage2,898939.2009217526
0.05,2,170,stage2,897735.9117225213
0.05,2,171,stage2,896503.9742850666
0.05,2,172,stage2,850346.9817976989
0.05,2,173,stage2,849121.3881324214
0.05,2,174,stage2,847867.1270630335
0.05,2,175,stage2,846583.6985934279
0.05,2,176,stage2,845270.5969472906
0.05,2,177,stage2,843927.3105348829
0.05,2,178,stage2,842553.3219198207
0.05,2,179,stage2,841148.1077858559
0.05,2,180,stage2,839711.1389036555
0.05,2,181,stage2,838241.8800975835
0.05,2,182,stage2,836739.7902124806
0.05,2,183,stage2,835204.322080444
0.05,2,184,stage2,833634.9224876094
0.05,2,185,stage2,832031.0321409298
0.05,2,186,stage2,830392.0856349574
0.05,2,187,stage2,828717.5114186225
0.05,2,188,stage2,827006.731762015
0.05,2,189,stage2,825259.1627231647
0.05,2,190,stage2,823474.2141148213
0.05,2,191,stage2,821651.2894712352
0.05,2,192,stage2,819789.786014938
0.05,2,193,stage2,817889.0946235225
0.05,2,194,stage2,815948.5997964231
0.05,2,195,stage2,813967.6796216973
0.05,2,196,stage2,729423.5846013316
0.05,2,197,stage2,727570.6279415705
0.05,2,198,stage2,598866.7725091771
0.05,2,199,stage2,597277.1930843542
0.05,2,200,stage2,595449.424973124
0.06,0,1,stage1,3240633.147528755
0.06,0,2,stage1,3056283.539888231
0.06,0,3,stage1,2962359.8234469914
0.06,0,4,stage1,2836164.351762627
0.06,0,5,stage1,2836164.3499026834
0.06,0,6,stage1,2836164.345785312
0.06,0,7,stage1,2836164.337790476
0.06,0,8,stage1,2836164.323660748
0.06,0,9,stage1,2836164.300395077
0.06,0,10,stage1,2836164.2641425557
0.06,0,11,stage1,2836164.210096192
0.06,0,12,stage1,2836164.132386673
0.06,0,13,stage1,2836164.0239761346
0.06,0,14,stage1,2836163.876551931
0.06,0,15,stage1,2836163.680420402
0.06,0,16,stage1,2836130.7444565417
0.06,0,17,stage1,2836130.41577416
0.06,0,18,stage1,2836129.999955064
0.06,0,19,stage1,2836129.4807192134
0.06,0,20,stage1,2821340.8715294288
0.06,0,21,stage1,2821340.0929517257
0.06,0,22,stage1,2774367.3784257565
0.06,0,23,stage1,2774366.2676416407
0.06,0,24,stage1,2774336.513177509
0.06,0,25,stage1,2774331.0270174113
0.06,0,26,stage1,2774329.194848978
0.06,0,27,stage1,2774327.058051024
0.06,0,28,stage1,2774324.580123083
0.06,0,29,stage1,2774321.721758959
0.06,0,30,stage1,2774318.440742808
0.06,0,31,stage1,2774314.6918452266
0.06,0,32,stage1,2774310.426719333
0.06,0,33,stage1,2774305.593796851
0.06,0,34,stage1,2774294.282129587
0.06,0,35,stage1,2774288.14550395
0.06,0,36,stage1,2774281.266009378
0.06,0,37,stage1,2733163.402669909
0.06,0,38,stage1,2731267.1595733915
0.06,0,39,stage1,2731257.791430392
0.06,0,40,stage1,2727467.2092121597
0.06,0,41,stage1,2727455.7541014925
0.06,0,42,stage1,2680572.8340660515
0.06,0,43,stage1,2680530.797495759
0.06,0,44,stage1,2680515.815645217
0.06,0,45,stage1,2680499.4081087597
0.06,0,46,stage1,2680481.4754718756
0.06,0,47,stage1,2680461.9138023523
0.06,0,48,stage1,2680440.6145498846
0.06,0,49,stage1,2680417.464445678
0.06,0,50,stage1,2680392.34540206
0.06,0,51,stage1,2680365.134412082
0.06,0,52,stage1,2680335.7034491277
0.06,0,53,stage1,2680303.919366522
0.06,0,54,stage1,2680269.643797136
0.06,0,55,stage1,2680232.7330529913
0.06,0,56,stage1,2680193.0380248697
0.06,0,57,stage1,2680150.4040819183
0.06,0,58,stage1,2680104.6709712595
0.06,0,59,stage1,2680055.672717592
0.06,0,60,stage1,2680003.237522801
0.06,0,61,stage1,2679947.187665566
0.06,0,62,stage1,2679887.339400962
0.06,0,63,stage1,2679823.502860075
0.06,0,64,stage1,2679755.4819495985
0.06,0,65,stage1,2679683.0742514487
0.06,0,66,stage1,2679606.070922366
0.06,0,67,stage1,2679524.2565935235
0.06,0,68,stage1,2679437.4092701334
0.06,0,69,stage1,2679345.3002310535
0.06,0,70,stage1,2679247.6939283945
0.06,0,71,stage1,2679144.3478871263
0.06,0,72,stage1,2679035.012604684
0.06,0,73,stage1,2678919.4314505756
0.06,0,74,stage1,2678797.3405659874
0.06,0,75,stage1,2678668.4687633924
0.06,0,76,stage1,2678532.537426154
0.06,0,77,stage1,2678389.2604081384
0.06,0,78,stage1,2678238.3439333127
0.06,0,79,stage1,2678079.4864953603
0.06,0,80,stage1,2677912.3787572808
0.06,0,81,stage1,2677736.703451001
0.06,0,82,stage1,2677552.1352769807
0.06,0,83,stage1,2677358.340803816
0.06,0,84,stage1,2677154.9783678497
0.06,0,85,stage1,2676941.6979727787
0.06,0,86,stage1,2676718.141189256
0.06,0,87,stage1,2676483.941054502
0.06,0,88,stage1,2676238.721971908
0.06,0,89,stage1,2675982.099610646
0.06,0,90,stage1,2675713.680805271
0.06,0,91,stage1,2675433.063455332
0.06,0,92,stage1,2675139.836424977
0.06,0,93,stage1,2674833.579442558
0.06,0,94,stage1,2674513.863000239
0.06,0,95,stage1,2674180.248253605
0.06,0,96,stage1,2673832.2869212646
0.06,0,97,stage1,2673469.521184459
0.06,0,98,stage1,2673091.4835866676
0.06,0,99,stage1,2672697.696933216
0.06,0,100,stage1,2672287.674190881
0.06,0,101,stage1,2671860.9183874996
0.06,0,102,stage1,2671416.922511572
0.06,0,103,stage1,2670955.169411871
0.06,0,104,stage1,2670475.13169705
0.06,0,105,stage1,2669976.2716352446
0.06,0,106,stage1,2669458.0410536854
0.06,0,107,stage1,2668919.881238299
0.06,0,108,stage1,2668361.222833319
0.06,0,109,stage1,2667781.4857408903
0.06,0,110,stage1,2667180.079020676
0.06,0,111,stage1,2666556.4007894653
0.06,0,112,stage1,2665909.8381207786
0.06,0,113,stage1,2665239.7669444745
0.06,0,114,stage1,2664545.5519463583
0.06,0,115,stage1,2663826.546467785
0.06,0,116,stage1,2663082.0924052703
0.06,0,117,stage1,2662311.520110093
0.06,0,118,stage1,2661514.148287905
0.06,0,119,stage1,2660689.2838983363
0.06,0,120,stage1,2659836.2220546016
0.06,0,121,stage1,2658954.2459231084
0.06,0,122,stage1,2658042.6266230615
0.06,0,123,stage1,2657050.6597704235
0.06,0,124,stage1,2656077.5188001124
0.06,0,125,stage1,2655072.47473172
0.06,0,126,stage1,2654034.7494917125
0.06,0,127,stage1,2652963.5524573857
0.06,0,128,stage1,2651858.0803564764
0.06,0,129,stage1,2650717.517166764
0.06,0,130,stage1,2649541.0340156807
0.06,0,131,stage1,2648327.789079917
0.06,0,132,stage1,2647076.9274850283
0.06,0,133,stage1,2645787.5812050416
0.06,0,134,stage1,2644458.868962061
0.06,0,135,stage1,2643089.8961258773
0.06,0,136,stage1,2641679.754613572
0.06,0,137,stage1,2640227.522789124
0.06,0,138,stage1,2638732.265363019
0.06,0,139,stage1,2637193.0332918526
0.06,0,140,stage1,2635608.8636779385
0.06,0,141,stage1,2633978.779668917
0.06,0,142,stage1,2632301.790357358
0.06,0,143,stage1,2630576.89068037
0.06,0,144,stage1,2628803.0613192064
0.06,0,145,stage1,2626979.2685988722
0.06,0,146,stage1,2625104.464387732
0.06,0,147,stage1,2623177.58599711
0.06,0,148,stage1,2621197.5560809094
0.06,0,149,stage1,2619163.2825352047
0.06,0,150,stage1,2617073.6583978585
0.06,0,151,stage1,2614927.5617481237
0.06,0,152,stage1,2612723.855606252
0.06,0,153,stage1,2610461.3878330993
0.06,0,154,stage1,2608138.991029733
0.06,0,155,stage1,2605755.482437038
0.06,0,156,stage1,2557585.7729324247
0.06,0,157,stage1,2555120.4540917585
0.06,0,158,stage1,2552591.5180410026
0.06,0,159,stage1,2549997.74142206
0.06,0,160,stage1,2547337.88529297
0.06,0,161,stage1,2544610.695029273
0.06,0,162,stage1,2541814.90022538
0.06,0,163,stage1,2538949.214595942
0.06,0,164,stage1,2536012.335877214
0.06,0,165,stage1,2533002.9457284263
0.06,0,166,stage1,2529919.7096331506
0.06,0,167,stage1,2526761.276800671
0.06,0,168,stage1,2523526.2800673475
0.06,0,169,stage1,2520213.335797987
0.06,0,170,stage1,2516817.6057541384
0.06,0,171,stage1,2513344.549127747
0.06,0,172,stage1,2509789.294244093
0.06,0,173,stage1,2506150.3905954477
0.06,0,174,stage1,2502426.3707093657
0.06,0,175,stage1,2498613.0838870965
0.06,0,176,stage1,2494714.360756793
0.06,0,177,stage1,2490726.0161971143
0.06,0,178,stage1,2486646.135591111
0.06,0,179,stage1,2482473.921761942
0.06,0,180,stage1,2478207.4250782756
0.06,0,181,stage1,2473845.056552971
0.06,0,182,stage1,2469384.576773549
0.06,0,183,stage1,2464825.6264898255
0.06,0,184,stage1,2460165.9304858847
0.06,0,185,stage1,2455403.504850245
0.06,0,186,stage1,2450537.3174755187
0.06,0,187,stage1,2445565.3480549934
0.06,0,188,stage1,2440485.88125386
0.06,0,189,stage1,2435297.1832931107
0.06,0,190,stage1,2429997.5018509137
0.06,0,191,stage1,2424585.065963976
0.06,0,192,stage1,2419058.0859289155
0.06,0,193,stage1,2413413.7756717433
0.06,0,194,stage1,2407652.262776757
0.06,0,195,stage1,2401770.7231966276
0.06,0,196,stage1,2395767.066969647
0.06,0,197,stage1,2389639.2189162
0.06,0,198,stage1,2383386.2231716146
0.06,0,199,stage1,2377005.620561351
0.06,0,200,stage1,2370495.5766599425
0.06,0,1,stage2,1588091.98538113
0.06,0,2,stage2,1588091.985365797
0.06,0,3,stage2,1588091.9852614354
0.06,0,4,stage2,1588091.984875148
0.06,0,5,stage2,1339697.213348459
0.06,0,6,stage2,1339697.2114106854
0.06,0,7,stage2,1339697.2076480465
0.06,0,8,stage2,1339697.200998121
0.06,0,9,stage2,1339697.1900485128
0.06,0,10,stage2,1339697.1729868557
0.06,0,11,stage2,1339697.1475508173
0.06,0,12,stage2,1339697.1109781014
0.06,0,13,stage2,1339697.059956452
0.06,0,14,stage2,1339696.9905736588
0.06,0,15,stage2,1339696.8982675583
0.06,0,16,stage2,1339696.7777760385
0.06,0,17,stage2,1339696.6230870446
0.06,0,18,stage2,1311431.0431214103
0.06,0,19,stage2,1311430.8038768067
0.06,0,20,stage2,1311430.5085993065
0.06,0,21,stage2,1311430.1479766062
0.06,0,22,stage2,1266427.6565938646
0.06,0,23,stage2,1266427.1517758274
0.06,0,24,stage2,1266426.5510994638
0.06,0,25,stage2,1266425.841518408
0.06,0,26,stage2,1266425.0088528523
0.06,0,27,stage2,1225492.5367850242
0.06,0,28,stage2,1173386.6410983063
0.06,0,29,stage2,1173385.4373881537
0.06,0,30,stage2,991136.1395022724
0.06,0,31,stage2,991134.8075071186
0.06,0,32,stage2,991133.2920944147
0.06,0,33,stage2,991131.5749417893
0.06,0,34,stage2,991129.6365453787
0.06,0,35,stage2,806784.7260684374
0.06,0,36,stage2,806782.7419810578
0.06,0,37,stage2,806780.5247572591
0.06,0,38,stage2,806778.0544295469
0.06,0,39,stage2,806775.3099215379
0.06,0,40,stage2,806772.2690179893
0.06,0,41,stage2,806768.9083348301
0.06,0,42,stage2,806765.2032891901
0.06,0,43,stage2,806761.1280694299
0.06,0,44,stage2,806756.6556051717
0.06,0,45,stage2,806751.7575373285
0.06,0,46,stage2,806746.4041881347
0.06,0,47,stage2,758629.2617432413
0.06,0,48,stage2,758623.2858830399
0.06,0,49,stage2,758616.7907355417
0.06,0,50,stage2,758609.7431692819
0.06,0,51,stage2,758602.1086726115
0.06,0,52,stage2,758593.8513255301
0.06,0,53,stage2,758584.9337715191
0.06,0,54,stage2,758575.3171893747
0.06,0,55,stage2,758564.9612650403
0.06,0,56,stage2,758553.8241634403
0.06,0,57,stage2,758541.862500312
0.06,0,58,stage2,758529.0313140402
0.06,0,59,stage2,758515.2840374883
0.06,0,60,stage2,758500.5724698326
0.06,0,61,stage2,758484.8467483949
0.06,0,62,stage2,758468.0553204753
0.06,0,63,stage2,758450.144915185
0.06,0,64,stage2,758431.0605152803
0.06,0,65,stage2,754016.8176600196
0.06,0,66,stage2,753995.3229589373
0.06,0,67,stage2,753972.4853158942
0.06,0,68,stage2,753948.2427632889
0.06,0,69,stage2,753922.5314559262
0.06,0,70,stage2,753895.2856429934
0.06,0,71,stage2,753866.4376400362
0.06,0,72,stage2,753835.9178009352
